dataset,model_type,loss_type,latent_dim,K,n_cells,n_genes,seed,batch_key,label_key,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,reconstruction_loss,centrality_variance,status,runtime_seconds
paul15,vae,mse,16,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.6541336274845696,21,2434.40625,34.4892578125,0.0008425701334958481,-0.0013171941500097863,-0.24733737111091614,0.6496215551764101,0.00032039969250415186,success,2.4618842601776123
paul15,vae,mse,24,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.6497734693380502,22,2434.40625,34.5283203125,-0.00021649441337121304,0.0030631871478983795,-0.23326748609542847,0.6494799772025028,0.0003308060396143616,success,2.491121292114258
paul15,vae,mse,24,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.6467018823920588,30,2434.40625,34.5283203125,0.0009172946175229039,0.0009799109001258958,-0.33893340826034546,0.6495863728907518,0.00033297248353399427,success,3.1390929222106934
paul15,vae,mse,24,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.6541257607631195,22,2434.40625,34.5283203125,0.001824897454432711,-0.0015917300017514143,-0.42175212502479553,0.6495788057208498,0.0003165575696255838,success,2.925356864929199
paul15,scvi,nb,4,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,,30,,,0.3428140672368256,0.6088562326555966,0.09287316352128983,1338.2093505859375,0.000258818332342049,success,10.128324031829834
paul15,scvi,nb,4,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,,30,,,0.35393987220484074,0.601100452491629,0.08518362045288086,1339.81787109375,0.0003602494768794072,success,8.998459339141846
paul15,scvi,nb,4,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,,30,,,0.31704357003863864,0.5747978805492308,0.0658593624830246,1336.7939453125,0.00035851139158570695,success,8.544225215911865
paul15,scvi,nb,8,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,,30,,,0.30366514830933167,0.5784243911780681,0.07568375021219254,1342.925537109375,0.00032161858523073163,success,8.717949867248535
paul15,scvi,nb,8,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,,30,,,0.3183549770978983,0.5831244899951696,0.07109592109918594,1343.9039306640625,0.0003556656615533326,success,8.798973321914673
paul15,scvi,nb,8,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,,30,,,0.32287865271847205,0.5817344851855284,0.07008743286132812,1341.1160888671875,0.00035892957184565874,success,8.988550186157227
paul15,scvi,nb,16,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,,30,,,0.30657387431815647,0.5733296491194513,0.07067122310400009,1353.6334228515625,0.0003316632496353668,success,9.007878303527832
paul15,scvi,nb,16,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,,30,,,0.3151645000727038,0.5772378685448394,0.06559725105762482,1349.2926025390625,0.00035881504466251003,success,8.868108987808228
paul15,scvi,nb,16,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,,30,,,0.3321141109095066,0.5832348115877447,0.06331249326467514,1348.9954833984375,0.0003624582541009876,success,9.149343729019165
paul15,scvi,nb,24,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,,30,,,0.3293902426066515,0.5878831610098676,0.07646073400974274,1355.8544921875,0.0003418178992211778,success,8.831808805465698
paul15,scvi,nb,24,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,,30,,,0.31951083469631164,0.5784588667355014,0.07029630988836288,1357.0889892578125,0.00036295677455030025,success,8.648867130279541
paul15,scvi,nb,24,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,,30,,,0.2870350148117086,0.552586925252563,0.06374341994524002,1355.505615234375,0.0003619859599663169,success,9.128822803497314
